productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extAttack3
85934,Grovyle - 004 (e-League) [Winner],Grovyle 004 e League Winner,https://tcgplayer-cdn.tcgplayer.com/product/85934_200w.jpg,3,1423,https://cpt.tcgcsv.com/JnJ,2024-04-23T14:32:36.407,1,004,Promo,Grass,70,Stage 1,,"[2] Poison Breath
<br>The Defending Pokémon is now Poisoned.","[2G] Swift (30)
<br>
This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.",R,1,75.0,456.55,838.1,108.09,,Normal,W,
86326,Jirachi - 021 (Jirachi: Wish Maker DVD Release),Jirachi 021 Jirachi Wish Maker DVD Release,https://tcgplayer-cdn.tcgplayer.com/product/86326_200w.jpg,3,1423,https://cpt.tcgcsv.com/xxJ,2024-04-23T20:31:39.033,1,021,Promo,Psychic,50,Basic,,"[1] The Third Eye
<br>Discard an Energy card attached to Jirachi and draw 3 cards.","[P] Psywave (10x)
<br>Does 10 damage times the amount of Energy attached to the Defending Pokémon.",P,1,25.27,149.49,217.89,48.89,,Normal,,
86555,Kyogre ex - 001 (Nintendo Power Magazine),Kyogre ex 001 Nintendo Power Magazine,https://tcgplayer-cdn.tcgplayer.com/product/86555_200w.jpg,3,1423,https://cpt.tcgcsv.com/7FJ,2024-04-23T13:39:31.78,1,001,Promo,Water,120,Basic,"When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.","[WWWW] Major Flood (60) 
<br>
Discard a Water Energy attached to Kyogre ex. Does 10 damage to each Benched Pokémon <em<(both yours and your opponent's)</em>. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,L,3,44.99,110.0,309.8,41.93,,Normal,,
86555,Kyogre ex - 001 (Nintendo Power Magazine),Kyogre ex 001 Nintendo Power Magazine,https://tcgplayer-cdn.tcgplayer.com/product/86555_200w.jpg,3,1423,https://cpt.tcgcsv.com/7FJ,2024-04-23T13:39:31.78,1,001,Promo,Water,120,Basic,"When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.","[WWWW] Major Flood (60) 
<br>
Discard a Water Energy attached to Kyogre ex. Does 10 damage to each Benched Pokémon <em<(both yours and your opponent's)</em>. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,L,3,274.99,349.0,399.99,250.0,,Holofoil,,
86558,Kyogre ex - 037 (EX Collector's Tins),Kyogre ex 037 EX Collectors Tins,https://tcgplayer-cdn.tcgplayer.com/product/86558_200w.jpg,3,1423,https://cpt.tcgcsv.com/bFJ,2025-11-21T14:57:22.23,1,037,Promo,Water,100,Basic,"<strong>Poké-BODY — Frenzy</strong>
<br>
As long as your opponent has Groudon, Groudon ex, Rayquaza, or Rayquaza ex in play, Kyogre ex's attacks do 40 more damage to the Defending Pokémon <em>(before applying Weakness and Resistance)</em>.","[1W] Aqua Supply (30)
<br>You may attach a basic Energy card from your hand to 1 of your Pokémon.","[2W] Tsunami (40)
<br>Does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",L,2,115.0,160.43,949.13,146.29,160.43,Holofoil,,
86649,Latias - 014 (Pokemon Heroes: Latios & Latias DVD Release),Latias 014 Pokemon Heroes Latios and Latias DVD Release,https://tcgplayer-cdn.tcgplayer.com/product/86649_200w.jpg,3,1423,https://cpt.tcgcsv.com/_GJ,2024-08-28T16:26:10.73,1,014,Promo,Colorless,70,Basic,,[P] Super Psy (10),"[RW] Searing Flame (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Burned.",P,2,21.54,26.89,216.6,27.3,,Normal,None,
86663,Latios - 015 (Pokemon Heroes: Latios & Latias DVD Release),Latios 015 Pokemon Heroes Latios and Latias DVD Release,https://tcgplayer-cdn.tcgplayer.com/product/86663_200w.jpg,3,1423,https://cpt.tcgcsv.com/hHJ,2024-04-23T18:19:54.973,1,015,Promo,Colorless,80,Basic,,[P] Super Psy (10),"[WPL] Freeze Dry (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",P,3,19.0,25.63,152.88,27.39,,Normal,,
86896,Ludicolo - 020 (EX Series Value Pack),Ludicolo 020 EX Series Value Pack,https://tcgplayer-cdn.tcgplayer.com/product/86896_200w.jpg,3,1423,https://cpt.tcgcsv.com/XMJ,2024-04-23T20:29:49.73,1,020,Promo,Water,90,Stage 2,"<strong>Poké-BODY — Rain Dish</strong>
<br>
At any time between turns, remove 1 damage counter from Ludicolo","[2W] Fury Swipes (30x)
<br>Flip 3 coins. This attack does 30 damage times the number of heads.",,L,2,12.8,19.39,143.2,18.63,,Holofoil,,
87231,Marshtomp - 011 (e-League) [Winner],Marshtomp 011 e League Winner,https://tcgplayer-cdn.tcgplayer.com/product/87231_200w.jpg,3,1423,https://cpt.tcgcsv.com/FVJ,2024-04-23T18:18:21.167,1,011,Promo,Water,70,Stage 1,,"[W] Bubble (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",[3] Slash (40),L,1,849.5,849.5,849.5,85.14,,Normal,,
87310,Meowth - 013 (EX Series Collector's Tin),Meowth 013 EX Series Collectors Tin,https://tcgplayer-cdn.tcgplayer.com/product/87310_200w.jpg,3,1423,https://cpt.tcgcsv.com/dXJ,2025-10-27T22:30:46.95,1,013,Promo,Colorless,50,Basic,,"[1] Plunder (10)
<br>Before doing damage, discard all Trainer cards attached to the Defending Pokémon (before they affect the damage).",[2] Scratch (20),F,1,34.49,59.77,496.68,43.38,120.33,Holofoil,,
87374,Metang - 023 (Stadium Challenge 2004),Metang 023 Stadium Challenge 2004,https://tcgplayer-cdn.tcgplayer.com/product/87374_200w.jpg,3,1423,https://cpt.tcgcsv.com/vZJ,2024-04-23T20:32:53.253,1,023,Promo,Metal,80,Stage 1,,"[1] Metal Load
<br>Search your discard pile for a Metal Energy card and attach it to Metang.",[1M] Metal Claw (30),R,2,,,,,,,G,
87402,Mew - 040 (Trainer's Challenge Set),Mew 040 Trainers Challenge Set,https://tcgplayer-cdn.tcgplayer.com/product/87402_200w.jpg,3,1423,https://cpt.tcgcsv.com/3-J,2024-04-23T20:44:36.763,1,040,Promo,Psychic,50,Basic,,"[1] Psywave (10x)
<br>Does 10 damage times the amount of Energy attached to the Defending Pokémon.","[P] Devolution Beam
<br>Flip a coin. If heads, choose 1 of either player's Evolved Pokémon, remove the highest Stage Evolution card from that Pokémon, and put it into that player's hand.",P,1,175.0,499.91,864.98,113.04,299.95,Holofoil,,
87567,Moltres ex - 031 (EX Collector's Window Tins),Moltres ex 031 EX Collectors Window Tins,https://tcgplayer-cdn.tcgplayer.com/product/87567_200w.jpg,3,1423,https://cpt.tcgcsv.com/m2K,2024-04-23T20:38:06.397,1,031,Promo,Fire,100,Basic,"<strong>Poké-BODY — Synchronized Lift</strong>
<br>
As long as you have Articuno ex and Zapdos ex in play, the Retreat Cost for Moltres ex is 0.
<br>
<em>When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.</em>","[1] Flame Gift (10)
<br>You may move a Fire Energy card attached to Moltres ex to 1 of your Pokemon.","[1RR] Scorching Wing (90)
<br>Discard all Fire Energy attached to Moltres ex.",W,2,150.67,625.0,9999.0,116.0,,Holofoil,,
87604,Mudkip - 010 (e-League),Mudkip 010 e League,https://tcgplayer-cdn.tcgplayer.com/product/87604_200w.jpg,3,1423,https://cpt.tcgcsv.com/63K,2024-04-23T18:17:50.803,1,010,Promo,Water,50,Basic,,[1] Pound (10),"[2] Fury Swipes (10x)
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",L,1,225.99,249.99,400.0,99.89,,Reverse Holofoil,,
87608,Mudkip - 005 (POP Tournament),Mudkip 005 POP Tournament,https://tcgplayer-cdn.tcgplayer.com/product/87608_200w.jpg,3,1423,https://cpt.tcgcsv.com/b3K,2024-04-23T18:13:22.787,1,005,Promo,Water,50,Basic,,[1] Pound (10),"[2] Fury Swipes (10x) 
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",L,1,,,,,,,,
87609,Mudkip - 018 (EX Deck Tin),Mudkip 018 EX Deck Tin,https://tcgplayer-cdn.tcgplayer.com/product/87609_200w.jpg,3,1423,https://cpt.tcgcsv.com/c3K,2024-04-23T19:02:08.763,1,018,Promo,Water,50,Basic,,[W] Surf (10),"[1W] Whirlpool (10)
<br>Flip a coin. If heads, discard an Energy card attached to the Defending Pokémon.",L,1,18.98,89.99,249.67,22.15,,Holofoil,,
88067,Pikachu - 012 (EX Series Collector's Tin),Pikachu 012 EX Series Collectors Tin,https://tcgplayer-cdn.tcgplayer.com/product/88067_200w.jpg,3,1423,https://cpt.tcgcsv.com/mfK,2025-11-21T03:46:49.717,1,012,Promo,Lightning,50,Basic,,"[1] Agility
<br>Flip a coin. If heads, prevent all effects of an attack, including damage, done to Pikachu during your opponent's next turn.","[1L] Thundershock (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,1,134.0,275.0,1995.15,140.45,229.99,Holofoil,,
88109,Pikachu (Delta Species) - 035 (Value Pack),Pikachu Delta Species 035 Value Pack,https://tcgplayer-cdn.tcgplayer.com/product/88109_200w.jpg,3,1423,https://cpt.tcgcsv.com/cgK,2026-08-21T13:51:33.157,1,035,Promo,Metal,40,Basic,,"[1] Thunder Wave
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[1M] Iron Tail (20x)
<br>Flip a coin until you get tails. This attack does 20 damage times the number of heads.",F,1,500.0,1450.0,9999.0,200.4,,Holofoil,,
88644,Rayquaza ex - 039 (EX Collector's Tin),Rayquaza ex 039 EX Collectors Tin,https://tcgplayer-cdn.tcgplayer.com/product/88644_200w.jpg,3,1423,https://cpt.tcgcsv.com/VsK,2024-04-23T20:44:19.68,1,039,Promo,Colorless,100,Basic,"<strong>Poké-BODY — Frenzy</strong>
<br>
As long as your opponent has Kyogre, Kyogre ex, Groudon, or Groudon ex in play, Rayquaza ex's attacks do 40 more damage to the Defending Pokémon <em>(before applying Weakness and Resistance.)</em>.
<br><br>
<em>When Pokémon-ex has been Knocked Out, your opponent takes 2 prize cards.</em>","[2] Dragon Bind (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[1RL] Twister (50)
<br>Flip 2 coins. If both are tails, this attack does nothing. For each heads, discard an Energy attached to the Defending Pokémon.",C,1,379.99,497.5,3348.65,517.27,2999.99,Holofoil,WF,
89603,Suicune - 030 (EX Collector's Carry Tin),Suicune 030 EX Collectors Carry Tin,https://tcgplayer-cdn.tcgplayer.com/product/89603_200w.jpg,3,1423,https://cpt.tcgcsv.com/5SK,2025-11-21T14:50:14.967,1,030,Promo,Water,70,Basic,"<strong>Poké-BODY — Pure Body</strong>
<br>
Whenever you attach a Water Energy card from your hand to Suicune, discard an Energy card attached to Suicune. (You can't attach a Water Energy card from your hand if Suicune has no Energy cards attached.)","[2W] Hypno Wave (30+)
<br>Flip a coin. If heads, this attack does 30 damage plus 20 more damage. If tails, the Defending Pokémon is now Asleep.",,L,1,22.0,44.7,258.76,37.87,258.76,Holofoil,,
89948,Torchic - 008 (e-League),Torchic 008 e League,https://tcgplayer-cdn.tcgplayer.com/product/89948_200w.jpg,3,1423,https://cpt.tcgcsv.com/--K,2024-04-23T18:16:32.56,1,008,Promo,Fire,40,Basic,,[1] Peck (10),"[1R] Fireworks (30) 
<br>Flip a coin. If tails, discard a Fire Energy card attached to Torchic.",W,1,99.0,242.88,327.39,46.94,327.39,Reverse Holofoil,,
89952,Torchic - 006 (POP Tournament),Torchic 006 POP Tournament,https://tcgplayer-cdn.tcgplayer.com/product/89952_200w.jpg,3,1423,https://cpt.tcgcsv.com/3_K,2024-04-23T18:15:46.377,1,006,Promo,Fire,40,Basic,,[1] Peck (10),"[1R] Fireworks (30) 
<br>Flip a coin. If tails, discard a Fire Energy card attached to Torchic.",W,1,,,,,,,,
89953,Torchic - 017 (EX Deck Tin),Torchic 017 EX Deck Tin,https://tcgplayer-cdn.tcgplayer.com/product/89953_200w.jpg,3,1423,https://cpt.tcgcsv.com/5_K,2026-03-10T16:25:31.157,1,017,Promo,Fire,50,Basic,,"[1R] Ember (30)
<br>Discard a Fire Energy card attached to Torchic.",,W,1,16.32,38.99,174.48,19.37,174.48,Holofoil,,
90031,Treecko - 003 (e-League),Treecko 003 e League,https://tcgplayer-cdn.tcgplayer.com/product/90031_200w.jpg,3,1423,https://cpt.tcgcsv.com/F0L,2025-11-25T16:50:56.497,1,003,Promo,Grass,40,Basic,,[1] Tail Slap (10),[1G] Razor Leaf (20),R,1,50.01,81.32,499.9,72.05,71.99,Reverse Holofoil,W,
90035,Treecko - 016 (EX Deck Tin),Treecko 016 EX Deck Tin,https://tcgplayer-cdn.tcgplayer.com/product/90035_200w.jpg,3,1423,https://cpt.tcgcsv.com/K0L,2024-04-23T18:20:07.173,1,016,Promo,Grass,40,Basic,,[1] Pound (10),"[G] Sporadic Sponging (10)
<br>Flip a coin. If heads, remove 1 damage counter from Treecko.",R,1,20.67,43.87,1055.94,29.98,,Holofoil,W,
90036,Treecko - 007 (POP Tournament),Treecko 007 POP Tournament,https://tcgplayer-cdn.tcgplayer.com/product/90036_200w.jpg,3,1423,https://cpt.tcgcsv.com/L0L,2024-04-23T18:16:05.433,1,007,Promo,Grass,40,Basic,,[1] Tail Slap (10),[1G] Razor Leaf (20),R,1,,,,,,,W,
90050,Tropical Tidal Wave - 027 (2005 World Championships) [Participation],Tropical Tidal Wave 027 2005 World Championships Participation,https://tcgplayer-cdn.tcgplayer.com/product/90050_200w.jpg,3,1423,https://cpt.tcgcsv.com/02L,2024-04-23T20:34:36.51,1,027,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
90051,Tropical Tidal Wave - 036 (2006 World Championships) [Participation],Tropical Tidal Wave 036 2006 World Championships Participation,https://tcgplayer-cdn.tcgplayer.com/product/90051_200w.jpg,3,1423,https://cpt.tcgcsv.com/22L,2024-04-23T20:40:53.653,1,036,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
90053,Tropical Wind - 026 (2004 World Championships) [Participation],Tropical Wind 026 2004 World Championships Participation,https://tcgplayer-cdn.tcgplayer.com/product/90053_200w.jpg,3,1423,https://cpt.tcgcsv.com/52L,2024-04-23T20:34:08.377,1,026,Promo,Item,,,"Flip a coin. If heads, remove 2 damage counters from each Active Pokémon (remove 1 damage counter if a Pokémon has only 1). If tails, each Active Pokémon is now Asleep.",,,,,299.99,914.95,1899.5,210.75,,Normal,,
90104,Typhlosion - 034 (Epic Collection Value Boxes),Typhlosion 034 Epic Collection Value Boxes,https://tcgplayer-cdn.tcgplayer.com/product/90104_200w.jpg,3,1423,https://cpt.tcgcsv.com/63L,2024-04-23T20:39:27.783,1,034,Promo,Fire,110,Stage 2,"<strong>Poké-BODY — Burning Aura</strong>
<br>
As long as Typhlosion is your Active Pokémon, put 1 damage counter on each Active Pokémon <em>(both yours and your opponent's)</em> between turns.","[R] Flickering Flames (20)
<br>The Defending Pokémon is now Asleep.","[2R] Rage (50+)
<br>Does 50 damage plus 10 more damage for each damage counter on Typhlosion.",W,1,44.99,142.5,545.89,45.84,,Holofoil,,
90579,Whismur - 019 (EX Deck Tin),Whismur 019 EX Deck Tin,https://tcgplayer-cdn.tcgplayer.com/product/90579_200w.jpg,3,1423,https://cpt.tcgcsv.com/CfL,2025-11-21T03:59:03.253,1,019,Promo,Colorless,50,Basic,,"[1] Supersonic
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",[1] Pound (10),F,1,8.99,16.0,219.9,10.09,,Holofoil,,
90724,Zapdos ex - 033 (EX Collector's Window Tins),Zapdos ex 033 EX Collectors Window Tins,https://tcgplayer-cdn.tcgplayer.com/product/90724_200w.jpg,3,1423,https://cpt.tcgcsv.com/vjL,2024-04-23T20:38:55.713,1,033,Promo,Lightning,100,Basic,"<strong>Poké-BODY — Synchronized Lift</strong>
<br>
As long as you have Articuno ex and Moltres ex in play, the Retreat Cost for Zapdos ex is 0.","[1] Thunder Gift (10)
<br>You may move a Lightning Energy card attached to Zapdos ex to 1 of your Pokémon.","[1LL] Lightning Wing (60)
<br>Does 10 damage to 1 of your Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",L,2,225.0,987.4,1499.99,134.99,,Holofoil,,
118882,Ivysaur - 35/100 (Prerelease),Ivysaur 35 100 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/118882_200w.jpg,3,1423,https://cpt.tcgcsv.com/GzZ,2026-08-21T13:38:33.137,1,35/100,Promo,Grass,70,Stage 1,,"[2] Stretch Vine
<br>Choose 1 of your opponent's Benched Pokémon. This attack does 30 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[2G] Sharp Leaf (40+)
<br>Flip a coin. If heads, this attack does 40 damage plus 20 more damage.",R,1,,,,,,,,
145343,Whismur - 019 (Target Promo),Whismur 019 Target Promo,https://tcgplayer-cdn.tcgplayer.com/product/145343_200w.jpg,3,1423,https://cpt.tcgcsv.com/T8b2,2024-04-23T20:09:28.937,1,019,Promo,Colorless,50,Basic,,"[1] Supersonic
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",[1] Pound (10),F,1,,,,,,,,
153078,Manectric - 38/107 (Prerelease),Manectric 38 107 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/153078_200w.jpg,3,1423,https://cpt.tcgcsv.com/Bff2,2024-04-23T14:22:15.81,1,38/107,Promo,Lightning,70,Stage 1,,"[L] Thunder Spear
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[3] Magnetic Tackle (40+)
<br>You may do 40 damage plus 10 more damage for each Lightning Energy attached to Manectric. If you do, Manectric does 10 damage to itself.",F,1,64.0,249.99,762.3,99.99,,Normal,M,
153316,Treecko - 016 (Target Promo),Treecko 016 Target Promo,https://tcgplayer-cdn.tcgplayer.com/product/153316_200w.jpg,3,1423,https://cpt.tcgcsv.com/llf2,2024-04-23T18:35:48.213,1,016,Promo,Grass,40,Basic,,[1] Pound (10),"[G] Sporadic Sponging (10)
<br>Flip a coin. If heads, remove 1 damage counter from Treecko.",R,1,6.49,77.0,96.99,10.49,,Normal,W,
153317,Torchic - 017 (Target Promo),Torchic 017 Target Promo,https://tcgplayer-cdn.tcgplayer.com/product/153317_200w.jpg,3,1423,https://cpt.tcgcsv.com/mlf2,2024-04-23T18:36:18.723,1,017,Promo,Fire,50,Basic,,"[1R] Ember (30)
<br>Discard a Fire Energy card attached to Torchic.",,W,1,14.0,15.0,35.99,27.85,,Normal,,
153319,Mudkip - 018 (Target Promo),Mudkip 018 Target Promo,https://tcgplayer-cdn.tcgplayer.com/product/153319_200w.jpg,3,1423,https://cpt.tcgcsv.com/plf2,2024-04-23T19:02:33.297,1,018,Promo,Water,50,Basic,,[W] Surf (10),"[1W] Whirlpool (10)
<br>Flip a coin. If heads, discard an Energy card attached to the Defending Pokémon.",L,1,699.99,749.99,799.99,45.13,,Normal,,
164213,Milotic - 70/147 (Prerelease),Milotic 70 147 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/164213_200w.jpg,3,1423,https://cpt.tcgcsv.com/hJk2,2026-02-17T15:04:30.79,1,70/147,Promo,Water,90,Stage 1,,"[1W] Cleansing Ring (20)
<br>You may discard 2 cards from your hand. If you do, remove 4 damage counters from 1 of your Pokémon.","[2W] Scale Blow (90-)
<br>Does 90 damage minus 10 damage for each card in your hand.",L+20,1,45.0,87.0,519.5,58.55,,Normal,,
164214,Milotic - 70/147 (Prerelease) [Staff],Milotic 70 147 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/164214_200w.jpg,3,1423,https://cpt.tcgcsv.com/jJk2,2024-04-22T20:34:28.37,1,70/147,Promo,Water,90,Stage 1,,"[1W] Cleansing Ring (20)
<br>You may discard 2 cards from your hand. If you do, remove 4 damage counters from 1 of your Pokémon.","[2W] Scale Blow (90-)
<br>Does 90 damage minus 10 damage for each card in your hand.",L+20,1,1729.7,1729.7,1729.7,293.02,,Normal,,
186572,Tentacruel - 45/92 (Prerelease),Tentacruel 45 92 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/186572_200w.jpg,3,1423,https://cpt.tcgcsv.com/sFv2,2022-09-09T16:52:35.79,1,45/92,Promo,Water,70,Stage 1,"<strong>Poké-BODY — Reactive Shield</strong>
<br>
As long as Tentacruel has any React Energy cards attached to it, prevent all effects, including damage done to any of your Tentacruel in play by attacks from your opponent's Pokémon-ex.","[W] Water Arrow
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[2] Fury Strikes (20x)
<br>Flip 3 coins. This attack does 20 damage times the number of heads.",L,,30.0,39.5,49.0,47.66,,Normal,,
213009,Tropius - 52/111 (Prerelease),Tropius 52 111 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/213009_200w.jpg,3,1423,https://cpt.tcgcsv.com/cdK2,2024-04-23T18:13:49.143,1,52/111,Promo,Grass,80,Basic,,"[1] Fly (30)
<br>
Flip a coin. If tails, this attack does nothing. If heads, prevent all effects of an attack, including damage, done to Tropius during your opponent's next turn.","[GG] Blessed Fruit
<br>
Remove all damage counters from 1 of your Benched Grass Pokémon.",R+20,2,14.5,18.37,173.0,17.59,,Normal,F-20,[3G] Solarbeam (60)
